Token0 ID,Token0 Name,Token0 Symbol,Token0 Decimals,Token1 ID,Token1 Name,Token1 Symbol,Token1 Decimals,Uniswap Pool ID,Camelot Pool ID,Uniswap TVL (USD),Camelot TVL (USD),Uniswap Fee,Camelot Fee,Token0 to USDT Price,Token1 to USDT Price,ETH_USDT
0x5979d7b546e38e414f7e9822514be443a4800529,Wrapped liquid staked Ether 2.0,wstETH,18,0x82af49447d8a07e3bd95bd0d56f35241523fbab1,WETH,WETH,18,0xb93f8a075509e71325c1c2fc8fa6a75f2d536a13,0xdeb89de4bb6ecf5bfed581eb049308b52d9b2da7,89.04427608675113,732948.0552313542,500,50,1866.7233096512587,1559.4048992778946,
0x32eb7902d4134bf98a28b963d26de779af92a212,Dopex Rebate Token,RDPX,18,0x82af49447d8a07e3bd95bd0d56f35241523fbab1,WETH,WETH,18,0xba1f4c88d563df1f66f726839b0e7e81183ce929,0x5dade916e66470ed5397bee7e2d1acc4d24caa94,132.90778670464303,153830.61300750275,3000,8000,30.080472253009397,1559.4048992778946,
0x2ac2b254bc18cd4999f64773a966e4f4869c34ee,Penpie Token,PNP,18,0x82af49447d8a07e3bd95bd0d56f35241523fbab1,WETH,WETH,18,0xbb7e7b8c1e5d08286f45878a76667f016e2f8390,0x13bc35d101b646cf1f566f95077e67a9f5b301a3,608.3809594477436,1045653.6361673478,10000,14087,1.6877461626219628,1559.4048992778946,
0x3d9907f9a368ad0a51be60f7da3b97cf940982d8,Camelot token,GRAIL,18,0x912ce59144191c1204e64559fe8253a0e49e6548,Arbitrum,ARB,18,0xbfab133e05bf7291d75e1c852ed9aca510ee4fdc,0x2523281fd0c442ccb7b9961df6774a34043ae15d,77.0443264447696,1868.8042510912944,10000,5448,425.8365552766343,0.2919833658279619,
0x82af49447d8a07e3bd95bd0d56f35241523fbab1,WETH,WETH,18,0x9e64d3b9e8ec387a9a58ced80b71ed815f8d82b5,Smolcoin,SMOL,18,0xc184d9ca1a09db9a0a31e776a5a023cd4323a0be,0xa4bb69d37421b932707b242fa3061a72d107d326,91.9036276843262,50.29293447980881,10000,13659,1559.4048992778946,8.472593647607795e-07,
0x82af49447d8a07e3bd95bd0d56f35241523fbab1,WETH,WETH,18,0xff970a61a04b1ca14834a43f5de4533ebddb5cc8,USDC,USDC,6,0xc31e54c7a869b9fcbecc14363cf510d1c41fa443,0x521aa84ab3fcc4c05cabac24dc3682339887b126,1942101.2478157,7645.44856552056,500,150,1559.4048992778946,1.000325374718902,
0x82af49447d8a07e3bd95bd0d56f35241523fbab1,WETH,WETH,18,0x912ce59144191c1204e64559fe8253a0e49e6548,Arbitrum,ARB,18,0xc6f780497a95e246eb9449f5e4770916dcd6396a,0xe51635ae8136abac44906a8f230c2d235e9c195f,3374236.280798597,295486.791581156,500,951,1559.4048992778946,0.2919833658279619,
0x82af49447d8a07e3bd95bd0d56f35241523fbab1,WETH,WETH,18,0xfd086bc7cd5c481dcc9c85ebe478a1c0b69fcbb9,USDT,USDT,6,0xc82819f72a9e77e2c0c3a69b3196478f44303cf4,0x7cccba38e2d959fe135e79aebb57ccb27b128358,356926.200999208,150003.36740131915,3000,100,1559.4048992778946,0.9999601238526605,
0x18c11fd286c5ec11c3b683caa813b77f5163a122,Gains Network,GNS,18,0x82af49447d8a07e3bd95bd0d56f35241523fbab1,WETH,WETH,18,0xc91b7b39bbb2c733f0e7459348fd0c80259c8471,0x9b6ff025aee245d314c09f57b72f0de6e231c3a6,56604.04994924756,348848.3334238445,3000,3000,1.273179177153251,1559.4048992778946,
0x088cd8f5ef3652623c22d48b1605dcfe860cd704,VelaToken,VELA,18,0x82af49447d8a07e3bd95bd0d56f35241523fbab1,WETH,WETH,18,0xce0c908039fdd8eac210e9b6d17ec9003bd83b0e,0x2d879f8a38648a05c2dba7dee2a33d00f440e04b,94.98544487842284,145.93311845895232,10000,10795,0.005732065333982147,1559.4048992778946,
0x82af49447d8a07e3bd95bd0d56f35241523fbab1,WETH,WETH,18,0xd56734d7f9979dd94fae3d67c7e928234e71cd4c,TIA,TIA.n,6,0xd25e53de3a06fd210dced9802cc2ff5f6fb0183b,0x1818ff61ba19c06a554c803ed98b603d5b7d1b43,1466.5802523787272,23814.253740233005,3000,2982,1559.4048992778946,2.4739538387622533,
0x0341c0c0ec423328621788d4854119b97f44e391,Silo Governance Token,Silo,18,0x82af49447d8a07e3bd95bd0d56f35241523fbab1,WETH,WETH,18,0xd3e11119d2680c963f1cdcffece0c4ade823fb58,0xc7349af293747ddf3336a05e16355e6a10e35b7e,432037.49500319455,14216.99834079672,10000,9148,0.028250826456647685,1559.4048992778946,
0x35751007a407ca6feffe80b3cb397736d2cf4dbe,Wrapped eETH,weETH,18,0x82af49447d8a07e3bd95bd0d56f35241523fbab1,WETH,WETH,18,0xd90660a0b8ad757e7c1d660ce633776a0862b087,0x293dfd996d5cd72bed712b0eeab96dbe400c0416,68203.18287461717,2816555.440136662,500,50,1657.6688756573558,1559.4048992778946,
0x0c880f6761f1af8d9aa9c466984b80dab9a8c9e8,Pendle,PENDLE,18,0x82af49447d8a07e3bd95bd0d56f35241523fbab1,WETH,WETH,18,0xdbaeb7f0dfe3a0aafd798ccecb5b22e708f7852c,0xe461f84c3fe6bcdd1162eb0ef4284f3bb6e4cad3,3273391.5172922784,626524.0175774675,3000,7006,3.3220772817742867,1559.4048992778946,
0xfd086bc7cd5c481dcc9c85ebe478a1c0b69fcbb9,USDT,USDT,6,0xff970a61a04b1ca14834a43f5de4533ebddb5cc8,USDC,USDC,6,0xdcca64e393ec2d5740bc3a021482f96089e9c59b,0x3ab5dd69950a948c55d1fbfb7500bf92b4bd4c48,95.336455,10483.598797019533,10000,50,0.9999601238526605,1.000325374718902,
0x82af49447d8a07e3bd95bd0d56f35241523fbab1,WETH,WETH,18,0x8b0e6f19ee57089f7649a455d89d7bc6314d04e8,DMT,DMT,18,0xe03da31bc2aa7e45d37a7681aa258f095e3e77e1,0xf4a3f790c1c65621ab4a6147943e44ee523b7f1a,147.1018284854329,40269.97288943495,10000,5972,1559.4048992778946,6.285886138528312,
0x13a7dedb7169a17be92b0e3c7c2315b46f4772b3,Boop,Boop,18,0x82af49447d8a07e3bd95bd0d56f35241523fbab1,WETH,WETH,18,0xe24f62341d84d11078188d83ca3be118193d6389,0x92d06120691219ff49ba5d65777ad557fd4f80d7,1592.8278782711009,37863.169629679134,10000,4805,2.47742060004529e-05,1559.4048992778946,
0x82af49447d8a07e3bd95bd0d56f35241523fbab1,WETH,WETH,18,0xff970a61a04b1ca14834a43f5de4533ebddb5cc8,USDC,USDC,6,0xe754841b77c874135caca3386676e886459c2d61,0x521aa84ab3fcc4c05cabac24dc3682339887b126,745.199209388764,7645.44856552056,100,150,1559.4048992778946,1.000325374718902,
0xd77b108d4f6cefaa0cae9506a934e825becca46e,WINR,WINR,18,0xff970a61a04b1ca14834a43f5de4533ebddb5cc8,USDC,USDC,6,0xe79d4ef25f12384f5a541d1e3485df69dd81447f,0xc35aa1cec34e02a8acc3e5f79c22be364823094c,187.058635,812688.6627784877,10000,8077,0.008253893230493813,1.000325374718902,
0x0c880f6761f1af8d9aa9c466984b80dab9a8c9e8,Pendle,PENDLE,18,0x82af49447d8a07e3bd95bd0d56f35241523fbab1,WETH,WETH,18,0xe8629b6a488f366d27dad801d1b5b445199e2ada,0xe461f84c3fe6bcdd1162eb0ef4284f3bb6e4cad3,13055.838164162727,626524.0175774675,10000,7006,3.3220772817742867,1559.4048992778946,
0x82af49447d8a07e3bd95bd0d56f35241523fbab1,WETH,WETH,18,0xf0cb2dc0db5e6c66b9a70ac27b06b878da017028,Olympus,OHM,9,0xe9fd3b1de03a9f2aaef10c9868d35dc44eaa8c80,0xccf71e9aa5bbc5de39169724f29614d6fc7ba83f,649.6846899133923,2038.891800209405,10000,3000,1559.4048992778946,22.449187764113447,
0x82af49447d8a07e3bd95bd0d56f35241523fbab1,WETH,WETH,18,0xd77b108d4f6cefaa0cae9506a934e825becca46e,WINR,WINR,18,0xee9bf1d1e23784067bd7b0b3496f865038b766eb,0x695eb0907cacae045d32838dc152ee7696e49b06,2074.625491176578,7818.661028913819,10000,9867,1559.4048992778946,0.008253893230493813,
0x61a1ff55c5216b636a294a07d77c6f4df10d3b56,ApeX Token,APEX,18,0x82af49447d8a07e3bd95bd0d56f35241523fbab1,WETH,WETH,18,0xefd07239232e19d78e603122119637506aeb21a1,0xd5ede52ddd347faf45f1345968b3ee4e579239b4,1680.6142182672045,202084.11588824887,3000,5805,0.7259873464757967,1559.4048992778946,
0x5575552988a3a80504bbaeb1311674fcfd40ad4b,Sperax,SPA,18,0xd74f5255d557944cf7dd0e45ff521520002d5748,Sperax USD,USDs,18,0xf04f4eccbbc554ccf57257cc7c3c42cc56cf5e62,0x3a31e1704738b6fc5af095f507ba61c1f6f129ee,268.54552383100685,125443.98901476926,10000,11485,0.01541008006535569,1.000069470424744,
